Lunarlander seed 1 no double q

245000	317.7999878
250000	143
255000	73.30000305
260000	79
265000	164.3999939
270000	285.3999939
275000	1000
280000	1000
285000	1000
290000	585.4000244
295000	94.59999847


